timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1653695773458,29,个人开户,200,OK,开户相关 1-937,,true,,418,458,1,1,http://47.99.194.140:3001/security/personalOpen,29,0,0
1653695773487,21,资金账户开户,200,OK,开户相关 1-937,,true,,418,389,1,1,http://47.99.194.140:3001/capital/OpenAccount,21,0,0
1653695773508,22,法人证券账户开户,200,OK,开户相关 1-937,,true,,418,617,1,2,http://47.99.194.140:3001/security/corporateOpen,22,0,0
1653695773521,44,资金转账,200,OK,资金系统 2-934,,true,,372,346,1,1,http://47.99.194.140:3001/capital/moneyin,44,0,0
1653695773565,14,获取交易信息,200,OK,资金系统 2-934,,true,,774,226,1,1,http://47.99.194.140:3001/capital/getInfo?capitalaccountid=000000000000000003,14,0,0
1653695773579,14,获取账户余额,200,OK,资金系统 2-934,,true,,383,229,1,1,http://47.99.194.140:3001/capital/getBalance?capitalaccountid=000000000000000003,14,0,0
1653695773597,28,个人开户,200,OK,开户相关 1-938,,true,,418,458,1,1,http://47.99.194.140:3001/security/personalOpen,28,0,0
1653695773625,20,资金账户开户,200,OK,开户相关 1-938,,true,,418,389,1,1,http://47.99.194.140:3001/capital/OpenAccount,20,0,0
1653695773645,19,法人证券账户开户,200,OK,开户相关 1-938,,true,,418,617,1,2,http://47.99.194.140:3001/security/corporateOpen,19,0,0
1653695773656,40,资金转账,200,OK,资金系统 2-935,,true,,372,346,1,1,http://47.99.194.140:3001/capital/moneyin,40,0,0
1653695773696,12,获取交易信息,200,OK,资金系统 2-935,,true,,774,226,1,1,http://47.99.194.140:3001/capital/getInfo?capitalaccountid=000000000000000003,12,0,0
1653695773708,13,获取账户余额,200,OK,资金系统 2-935,,true,,383,229,1,1,http://47.99.194.140:3001/capital/getBalance?capitalaccountid=000000000000000003,13,0,0
1653695773731,29,个人开户,200,OK,开户相关 1-939,,true,,418,458,1,1,http://47.99.194.140:3001/security/personalOpen,29,0,1
1653695773760,18,资金账户开户,200,OK,开户相关 1-939,,true,,418,389,1,1,http://47.99.194.140:3001/capital/OpenAccount,18,0,0
1653695773778,16,法人证券账户开户,200,OK,开户相关 1-939,,true,,418,617,1,2,http://47.99.194.140:3001/security/corporateOpen,16,0,0
1653695773791,50,资金转账,200,OK,资金系统 2-936,,true,,372,346,1,1,http://47.99.194.140:3001/capital/moneyin,50,0,1
1653695773842,14,获取交易信息,200,OK,资金系统 2-936,,true,,774,226,1,1,http://47.99.194.140:3001/capital/getInfo?capitalaccountid=000000000000000003,14,0,0
1653695773856,14,获取账户余额,200,OK,资金系统 2-936,,true,,383,229,1,2,http://47.99.194.140:3001/capital/getBalance?capitalaccountid=000000000000000003,14,0,0
1653695773869,32,个人开户,200,OK,开户相关 1-940,,true,,418,458,1,1,http://47.99.194.140:3001/security/personalOpen,32,0,0
1653695773901,19,资金账户开户,200,OK,开户相关 1-940,,true,,418,389,1,1,http://47.99.194.140:3001/capital/OpenAccount,19,0,0
1653695773921,22,法人证券账户开户,200,OK,开户相关 1-940,,true,,418,617,1,2,http://47.99.194.140:3001/security/corporateOpen,22,0,0
1653695773930,43,资金转账,200,OK,资金系统 2-937,,true,,372,346,1,1,http://47.99.194.140:3001/capital/moneyin,43,0,1
1653695773973,14,获取交易信息,200,OK,资金系统 2-937,,true,,774,226,1,1,http://47.99.194.140:3001/capital/getInfo?capitalaccountid=000000000000000003,14,0,0
1653695773987,15,获取账户余额,200,OK,资金系统 2-937,,true,,383,229,1,1,http://47.99.194.140:3001/capital/getBalance?capitalaccountid=000000000000000003,15,0,0
1653695774006,37,个人开户,200,OK,开户相关 1-941,,true,,418,458,1,1,http://47.99.194.140:3001/security/personalOpen,37,0,0
1653695774043,23,资金账户开户,200,OK,开户相关 1-941,,true,,418,389,1,2,http://47.99.194.140:3001/capital/OpenAccount,23,0,0
1653695774066,23,法人证券账户开户,200,OK,开户相关 1-941,,true,,418,617,1,2,http://47.99.194.140:3001/security/corporateOpen,23,0,0
1653695774064,33,资金转账,200,OK,资金系统 2-938,,true,,372,346,1,1,http://47.99.194.140:3001/capital/moneyin,33,0,0
1653695774097,11,获取交易信息,200,OK,资金系统 2-938,,true,,774,226,1,1,http://47.99.194.140:3001/capital/getInfo?capitalaccountid=000000000000000003,11,0,0
1653695774108,12,获取账户余额,200,OK,资金系统 2-938,,true,,383,229,1,1,http://47.99.194.140:3001/capital/getBalance?capitalaccountid=000000000000000003,12,0,0
1653695774142,32,个人开户,200,OK,开户相关 1-942,,true,,418,458,1,1,http://47.99.194.140:3001/security/personalOpen,32,0,1
1653695774174,20,资金账户开户,200,OK,开户相关 1-942,,true,,418,389,1,1,http://47.99.194.140:3001/capital/OpenAccount,20,0,0
1653695774195,19,法人证券账户开户,200,OK,开户相关 1-942,,true,,418,617,1,2,http://47.99.194.140:3001/security/corporateOpen,19,0,0
1653695774203,50,资金转账,200,OK,资金系统 2-939,,true,,372,346,1,1,http://47.99.194.140:3001/capital/moneyin,50,0,0
1653695774253,15,获取交易信息,200,OK,资金系统 2-939,,true,,774,226,1,1,http://47.99.194.140:3001/capital/getInfo?capitalaccountid=000000000000000003,15,0,0
1653695774268,14,获取账户余额,200,OK,资金系统 2-939,,true,,383,229,1,2,http://47.99.194.140:3001/capital/getBalance?capitalaccountid=000000000000000003,14,0,0
